id	filename	md5	size	state
3ccb9c6d-8af5-4a47-b270-b31341797969	268d72a4-d985-433a-acb0-45c50552a745.wxs.mutect2.raw_somatic_mutation.vcf.gz	58599dc2e1c6d132d773264edd9634e2	479627	released
a6146931-f517-485a-9e2b-720c70a691d4	7663cf0c-52bd-46d2-a918-fb30ed771219.wxs.pindel.raw_somatic_mutation.vcf.gz	7d2afaf7cb84c97525e227e06de4b485	173025	released
438c99b4-ceb1-4f65-b790-6feebd84fd5c	TCGA-LUAD.e2bc4bfc-df30-4077-a626-d3b34a106ed7.ascat2.allelic_specific.seg.txt	13f89d5558737c6e18be2342619aa48d	10236	released
596cbb63-e8a8-40b4-b735-5319ad228157	10b477b9-ab4b-49ac-88f2-b43f87f32783.wxs.MuSE.aliquot.maf.gz	6152a35639c7158625687e96dcca36a1	231829	released
53f2835e-e13a-4fb6-90a5-448a1a726249	b1d9364c-d703-4884-b96d-20d8084040a8.rna_seq.star_splice_junctions.tsv.gz	b05d932361f3b6309c457c5076992a04	2032798	released
a9efb6f0-cc19-43c0-9723-6666b2c59521	d3c861af-cfe9-4d9f-bc76-a8a45b72df43.rna_seq.transcriptome.gdc_realn.bam	17640dd03e91ca166316c3c8410e1ad9	7201165353	released
9c6b3ad0-91d9-4a64-acc5-f151d271e275	TCGA-86-8585-01Z-00-DX1.bc0b1c69-f71d-46fc-8195-2d205002e6e5.svs	581c35208cc18fd1bc7bfad4bea628ef	927590269	released
1ace94a7-62f4-495e-a000-4bd71b50f275	TCGA-86-8585-01A-01-BS1.d0844406-98b9-4398-a4f4-3e358a111c61.svs	1ca418c335ac919a86b7376c139b03d6	513569765	released
43c746a0-412b-4ac0-ba81-2c6f0a759d4e	TCGA-LUAD.3b4c4b90-c658-45bf-b490-a21e52ce3854.ascat2.allelic_specific.seg.txt	203279ecd379a0e42a8231b1b2703c43	14102	released
cd5d3b09-3dbc-40bc-8764-47111cca091d	TCGA-LUAD.4cfdc3cd-ec6a-4c8a-9c25-e62021bc3e11.star_fusion.rna_fusion.bedpe	8ab1a84d5959daec57f774256842d345	660	released
1b7a3fe1-3587-477a-afde-6879d463d7c4	EGGAR_p_TCGAb33and37_SNP_N_GenomeWideSNP_6_C05_585256.nocnv_grch38.seg.v2.txt	1d73557a8198eb54f6eae6114a44158d	34896	released
c3374261-db60-4f59-800e-927b86f430fe	nationwidechildrens.org_clinical.TCGA-86-8585.xml	e904f4d288a67811369cbefd49d01dd8	35001	released
01ca52cf-0888-4647-b9a8-bf97cf1863c6	5e104bb3-9f8e-44b8-8ff6-6c9eb0b56e29.wxs.MuTect2.aliquot.maf.gz	e0ba49a881413cc4b610045651336722	1142517	released
d58e516f-ef42-4d8b-bf12-e504cbd3ff2c	fe429384-1e1e-447c-837f-0e575240e27d_noid_Red.idat	23f73e56b1b0ad8087f6af0570358c9f	8095260	released
ef4a01a0-1129-4ab4-aa87-25f28ddd7680	d0376539-8c95-4616-81eb-370a9c1726f3_noid_Red.idat	508ebbf17f49e9a09e86c76fdd874bfa	719554	released
e9c20933-1dfa-4c41-96f4-8f499166f235	7ecb863a-7a58-4af6-b7b9-4c1e4120b923.methylation_array.sesame.level3betas.txt	bb05f76ff36b925c1b22b06a57ae6628	13061406	released
da36c4d0-cc48-49f2-a6b8-206cb4e6b7da	2db10a9c-0748-4249-ad3e-f1f2294426d1.wxs.Pindel.aliquot.maf.gz	de013a54b81eb84f93152bdc3094cd71	19834	released
c68264c7-5e37-46a5-b00a-86ed7f0b8891	e0e09b0c-f948-4919-95fb-5113d82769d6_wxs_gdc_realn.bam	d7adfa0ee354c0d1b3f0ab1462a31cbf	8884177415	released
89dd6d11-a2b6-45a0-80ed-0a72bed5f2ac	BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_E03_1301050.nocnv_grch38.seg.v2.txt	2288556337f76b042092fddea3e78692	3605	released
8287b719-41e2-4da5-8505-4fac758110f3	4a258aed-7be6-4534-ab47-c24030f725af.wxs.mutect2.raw_somatic_mutation.vcf.gz	4316a2c96827c0369ba29b0f85510208	730153	released
ac53fca7-ea0c-4436-aa7d-4cc013321add	d0376539-8c95-4616-81eb-370a9c1726f3.methylation_array.sesame.level3betas.txt	3573e0e09ffecd367ba25ad974df4ea7	773978	released
afdf58d1-5814-4e78-a92e-26fbcc97da32	0a5dab01-33ff-41d1-8842-7b7f18a6efe0.rna_seq.augmented_star_gene_counts.tsv	96f4226c5a485e5eee3a6156d4b4ba05	4219971	released
a0f76a67-ac33-4117-a764-594f2741d391	10b78702-9436-4f09-8636-fb00beec5400_noid_Red.idat	6940d2715734af32852e3942963126b5	8095268	released
2e5dee8d-65d9-4d3e-9f93-c05770e8eee8	TCGA-55-6979-01A-11D-A46H-10_wgs_Illumina_gdc_realn.bam	ee5943242eb1d73a6dc1969e95421b5e	367306414298	released
b451e762-6949-402c-af5e-215b67142b36	TCGA_LUAD.48b7f420-3d33-4178-a3fe-78cde01acc84.wxs.VarScan2.somatic_annotation.vcf.gz	3362d445acd72d01a24b788ff80bdaa5	471476	released
4fd0542b-30da-4820-bc4b-7344629f7859	b1d9364c-d703-4884-b96d-20d8084040a8.rna_seq.genomic.gdc_realn.bam	407804d7cf60eb038163c55e1d757e95	4695160312	released
aeb8a408-2658-4b5b-ad47-edf42ef878a1	07b3059a-a909-4a12-9d43-4b28fdcaee9e.wxs.Pindel.aliquot.maf.gz	357ef0ad871f0f44abcba9d2d7607bfa	9328	released
9615c4dc-473a-4137-9a23-e35b92573b2f	nationwidechildrens.org_biospecimen.TCGA-97-7553.xml	7a75ffbff15e1226358087e5f6e0e94a	56752	released
7c0be04d-84c6-46b6-adc3-0a03d47abf7a	e221c286-e837-4460-8764-c90bc33a45c3.wxs.varscan2.raw_somatic_mutation.vcf.gz	99efd3763a7f05bc547c0331a540eb8a	48704	released
ec626071-02ff-44c2-ad0c-4610e16976ce	TCGA-LUAD.15755421-0d2e-41e4-b766-3d1eac5ce537.ascat2.allelic_specific.seg.txt	ea81e72e78f615e0c8b21cc56e08fb7b	8226	released
0893d011-af3d-4b0e-aecf-b63e8f5dbadc	36f7821e-e35a-4a86-b827-08753a12294c_wxs_gdc_realn.bam	ea25cc27d8a18e7e3c20356070410760	8799864593	released
7d5c13e1-9c5b-415e-8a2e-8b2eaca76ea5	EGGAR_p_TCGAb33and37_SNP_N_GenomeWideSNP_6_C05_585256.grch38.seg.v2.txt	221d4a58fbef59357598b2fc0ad26989	64498	released
912501d8-94f8-472f-a5d6-5148879dc440	2bac6293-bbc5-497f-b167-b9d136a7baa8.wxs.aliquot_ensemble_raw.maf.gz	bdfc4324c88625874849917fcf400a69	675959	released
57f0ad19-cd74-4a85-91e4-8f5f7d6a2d40	TCGA_LUAD.564fb77e-1a3b-4c6e-a77d-425864895d1c.wxs.MuTect2.somatic_annotation.vcf.gz	deb24265ec26d4787f3f5224c0c623b9	3016336	released
5b0f969f-d918-4433-bba9-c022df362da9	acda0651-22e0-4e31-a14c-204eb7b5bf8e_wxs_gdc_realn.bam	5228ce1d3b388500ee6bde5e050623b4	28024410160	released
fa843818-62e2-41b4-8949-d7b57a1799bf	TCGA-LUAD.e0e5dde3-723b-4b01-afd6-db7bffd97dd1.gene_level_copy_number.v36.tsv	40130db12faecb0946843844b8d108eb	3447935	released
58e09697-a2b2-4392-b34e-a86a3d7aa3d0	nationwidechildrens.org_clinical.TCGA-64-1678.xml	31ae57b198af38b6b753b778a7cdeff6	46860	released
0c5d899a-9c86-46f3-ade6-28c8792c915d	d0376539-8c95-4616-81eb-370a9c1726f3_noid_Grn.idat	4225d89f21dc8485b1ab118a0c18e656	719554	released
119e7a6c-7fd1-4a2d-bfdc-35cb13d39414	6460f151-7102-476d-b03b-fb4ea776b1ea.rna_seq.augmented_star_gene_counts.tsv	a60197ff9046416f7a5a6834377e84d8	4228464	released
7749e374-c4bc-434f-a4da-cf4c93dcc946	TCGA-49-AARN-11A-01-TS1.B81BDA09-A6E3-4E1F-930F-71A6EC13B7C3.svs	11fc0b6b4cbcb21308974f0957514e10	160042645	released
6820f3c4-0825-46c6-9f14-584e90b69b0e	TCGA-64-1678-01A-21-2190-20_RPPA_data.tsv	37ce757c7c89748b9e43d5c64111d97b	23986	released
03a740e8-0985-433f-abfd-94e6d7b311c3	TCGA-64-1678-01A-01T-0947-13_mirna_gdc_realn.bam	54708f7b25a60f442da853d9ff95de50	53744395	released
2f6f2d41-6308-4c77-8caa-4f7aae97bd11	nationwidechildrens.org_ssf.TCGA-49-AARN.xml	de0b053994b9e9086a6c4a353fa1c75b	15764	released
c305888e-9034-4185-8c8f-a96dade09e5f	6460f151-7102-476d-b03b-fb4ea776b1ea.rna_seq.genomic.gdc_realn.bam	705f5dc52a895b199cd2a7be082d4fec	3210432569	released
7394b23f-668d-4e48-8e00-dc39402082cb	b1d9364c-d703-4884-b96d-20d8084040a8.rna_seq.transcriptome.gdc_realn.bam	81451a87f0489dfce60c882a14fb2cab	11075721045	released
3565450b-3685-4e7f-85c9-121084af60c5	EGGAR_p_TCGAb33and37_SNP_N_GenomeWideSNP_6_H05_585084.grch38.seg.v2.txt	be1592031692a1aa91fbfaa2243cbbb8	52679	released
0e0463c3-e5c1-4df2-be88-ee8f9d75c8a2	6460f151-7102-476d-b03b-fb4ea776b1ea.rna_seq.chimeric.gdc_realn.bam	e7896905e72abe4e57c860084e73a0ad	40879953	released
ff9d3b49-ca9c-4617-98ab-a764484d394b	TCGA-LUAD.78448b12-2931-4066-97e3-9f30617c633c.ascat2.allelic_specific.seg.txt	ee6da6222bad1c0f6fd22aadddbd59f4	9066	released
b857635e-ab43-4ee7-8358-f285a0bbfbf1	TCGA_LUAD.74665790-534e-48c5-b471-c885a0b050f6.wxs.MuSE.somatic_annotation.vcf.gz	523b3ad70515d5c9b310d028f3aac028	1018069	released
ebe634ff-b960-4474-8c6c-1451ad866f6b	88ecd81d-a882-4adb-ad2c-e75549745b4b.wxs.aliquot_ensemble_masked.maf.gz	c6afe91c09b26a11ba8c159a880e20c5	377943	released
6ce130d6-cd2a-4fe8-8eae-3b29345ff9aa	7aa6b847-16f9-4755-b2b5-f0661142e2f3.wxs.Pindel.aliquot.maf.gz	bf15061c19f16429997186c1f0c1fa6f	67060	released
af7f30e3-0b41-4d58-9f06-a08c5a431211	b339c761-ceab-4451-b704-5921ed91c6da.wxs.muse.raw_somatic_mutation.vcf.gz	531cc3a359a1eb7c623a621fceebbdd7	45058	released
4c3bf0d5-7015-492c-b13c-95a19b5c3f6e	TCGA-LUAD.2e542a8b-050e-4a7e-946c-cb1df4fa145d.star_fusion.rna_fusion.tsv	0b2e2c52e46e05d96ddd803e15540472	20337	released
10f83cb4-db07-4dea-821b-0212a7d962ac	TCGA-LUAD.e0e5dde3-723b-4b01-afd6-db7bffd97dd1.ascat2.allelic_specific.seg.txt	5e3fc70387d9a43caa3f1c07dc09fc29	17731	released
fd3d3200-3583-49e9-a73f-3bdaa1f586d0	TCGA_LUAD.e6958440-7176-4e1a-9bc4-e9dd025691c8.wxs.MuSE.somatic_annotation.vcf.gz	dffcae6a6ac529117c826c2bec18d142	477392	released
1f165bd8-04ef-4180-804d-d2ddf6d45283	TCGA-LUAD.2e542a8b-050e-4a7e-946c-cb1df4fa145d.star_fusion.rna_fusion.bedpe	9fe6920da06d6c418189608b68822577	2260	released
1ef5b568-b458-40f6-b864-05d5726da846	b339c761-ceab-4451-b704-5921ed91c6da.wxs.varscan2.raw_somatic_mutation.vcf.gz	84573efb16d7469272adea2b4b7a4932	119970	released
a2e55efb-d6fb-4f7a-8114-ece450dad70c	EGGAR_p_TCGAb33and37_SNP_N_GenomeWideSNP_6_H05_585084.nocnv_grch38.seg.v2.txt	ea313ab8530e15da5b883f4c0b3bceaa	5377	released
b516d1bb-2fb6-4168-b94f-f2953674e9d3	06947200-87f4-4c3b-9e3c-9842a3c41a44.wxs.MuSE.aliquot.maf.gz	0650f630099e9e3abe637760453c2dcb	837499	released
b6a76187-9f27-43ef-bbc0-ee7adb8d1a1c	TCGA-64-1678-01A-01-TS1.d885d50c-0672-4c7d-a00e-7655717cd6d1.svs	17f7fcb5dce9d5a403c48f959826a789	78126263	released
3e873b6a-ea20-4385-9443-08d0f4bf490d	nationwidechildrens.org_biospecimen.TCGA-64-1678.xml	41a3334e48532e60d766b43254ab62c9	104639	released
31cb26a5-c19f-48d1-95aa-b19acea6fd67	5c4e2a50-425b-497b-8b48-23306a3f3bfd.wxs.MuTect2.aliquot.maf.gz	9d2b583134a4d864b53d585428cfc02f	1723759	released
0c088dc0-a88b-4a2b-b063-56ac05cc2e81	2bac6293-bbc5-497f-b167-b9d136a7baa8.wxs.aliquot_ensemble_masked.maf.gz	fd5d3555741ec3520d3947b67d8c1b8e	140683	released
148c6c34-d34b-4a4b-8c50-d31dcc8c7b85	TCGA-44-6145-01A-01-TS1.694c13e7-a2e5-434e-8093-d78bec903707.svs	3b634e9a12de4aab3c9cdba1f9aa1f78	132525651	released
3841e11e-86df-4f48-9260-eb5fab02243d	TCGA-LUAD.4d3c0b20-1d78-4916-8735-2bf571726d1d.arriba.rna_fusion.tsv	e898e5f296c86bf2542a8971d22fe0b5	4529	released
7223f6d7-6602-466d-8caf-9c604a9d1fd6	TCGA-44-6145-01A-01-BS1.13a0cd77-3c3d-44d3-8985-d1272b84e5bd.svs	985b35ffbbc2514a53cb8c4972aee8f0	232045103	released
ddfc5dd4-4325-47cb-b6c9-0712c6e3ce80	TCGA_LUAD.64ea8154-647f-494a-b1bb-2b0fac4e709b.wxs.Pindel.somatic_annotation.vcf.gz	2baba44af39b2b856aa3720f573e2845	64433	released
cab8e52b-fe60-48ac-8f60-d2c9f49799df	13068102-2daa-41e5-ad8b-e08610981b9c.wxs.varscan2.raw_somatic_mutation.vcf.gz	b7307eb96ba4d22e1e8b2b11bf70698c	149780	released
4b922199-63e7-496f-a447-9fd0c70da7b2	TCGA-67-3771-01A-21-2190-20_RPPA_data.tsv	869fc9107b46ef1913841f91c805c3a1	24042	released
104e7537-93a8-43ee-9efe-44acee876f67	a99e2b03-b582-4d14-a4d8-5d152774eb15.mirbase21.isoforms.quantification.txt	7f9b621060c136b4ad3adcf567a7249e	335805	released
f0bb4192-46e4-4f16-b3d7-1181926f51cf	13068102-2daa-41e5-ad8b-e08610981b9c.wxs.mutect2.raw_somatic_mutation.vcf.gz	353e201ccfa4d51162805c3277eaf4a9	296322	released
a570b35e-6848-4fed-9d2e-70bca103c92b	a715d783-38f1-4f6d-991b-983fb907cc9f_wxs_gdc_realn.bam	a79506f8a795afb4ad560eafa0063b0f	9855310121	released
9b09f930-0c87-475c-8a09-b3da6c0a36b0	TCGA-67-3771-01A-01T-0947-13_mirna_gdc_realn.bam	7d3f3a0310213a10f9568d58488ce43e	54301454	released
97d1d1f5-8247-4236-bd77-9ffbe40d345d	fb01c35f-7fb6-4fbb-9459-48cd37689ebe.wxs.aliquot_ensemble_masked.maf.gz	6afb2979ef74d87f9a0fd448ba13adf2	371778	released
54699a10-927a-435f-98bb-4ed678666d7f	TCGA_LUAD.77103159-2aeb-4d73-a0f3-938735f918b3.wxs.MuTect2.somatic_annotation.vcf.gz	356ed412822e669b9ec4b5b4b2c61571	1425120	released
a1a9c7fa-84c2-4ebc-98b3-574847bbf6f5	TCGA-44-6145-01A-11H-1754-13_mirna_gdc_realn.bam	833d7bb06975ec81c000a249c222d5e4	145528376	released
